case_id,symbol,period,variant,experiment_status,claim_id,section_name,claim_type,confidence,baseline_is_grounded,rule_aware_is_grounded,status_transition,rule_branch,review_root_cause_primary
AAPL:2025Q4:reranker_template,AAPL,2025Q4,reranker_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
AAPL:2025Q4:reranker_template,AAPL,2025Q4,reranker_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
AAPL:2025Q4:reranker_template,AAPL,2025Q4,reranker_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
AAPL:2025Q4:reranker_template,AAPL,2025Q4,reranker_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
AAPL:2025Q4:reranker_template,AAPL,2025Q4,reranker_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
AAPL:2025Q4:reranker_template,AAPL,2025Q4,reranker_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_real_writer,GOOGL,2025Q4,bm25_real_writer,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
GOOGL:2025Q4:bm25_template,GOOGL,2025Q4,bm25_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
GOOGL:2025Q4:reranker_template,GOOGL,2025Q4,reranker_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
MSFT:2025Q4:bm25_real_writer,MSFT,2025Q4,bm25_real_writer,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
MSFT:2025Q4:bm25_template,MSFT,2025Q4,bm25_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
MSFT:2025Q4:reranker_template,MSFT,2025Q4,reranker_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
NVDA:2025Q4:bm25_real_writer,NVDA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
NVDA:2025Q4:bm25_template,NVDA,2025Q4,bm25_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
NVDA:2025Q4:reranker_template,NVDA,2025Q4,reranker_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
TSLA:2025Q4:bm25_real_writer,TSLA,2025Q4,bm25_real_writer,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
TSLA:2025Q4:bm25_template,TSLA,2025Q4,bm25_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0001,financial_analysis,,0.8,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0002,financial_analysis,,0.78,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0003,financial_analysis,,0.76,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0004,financial_analysis,,0.74,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0005,financial_analysis,,0.73,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0006,financial_analysis,,0.72,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0007,financial_analysis,,0.75,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0008,business_overview,,0.75,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0009,valuation,,0.72,,,insufficient_review_data,,
TSLA:2025Q4:reranker_template,TSLA,2025Q4,reranker_template,insufficient_review_data,cl_0010,risks,,0.7,,,insufficient_review_data,,
